id,entity_type,district,territory_id,weather_score,pest_score,inventory_score,purchase_history_score,visit_score,competitive_score,current_stage,growth_score,weather_growth_bonus,entity_bonus,raw_priority_score,final_priority_score
RTL_01005,retailer,Muzaffarpur,TER_0127,54.23838425145412,69.00237011727937,76.22282608695652,27.725563909774436,39.2,30.0,,0.0,0,12,70.1550198525964,67.41400164538177
RTL_02049,retailer,Muzaffarpur,TER_0259,54.23838425145412,69.00237011727937,93.34239130434783,22.462406015037594,25.6,30.0,,0.0,0,12,70.14054579169922,67.39699529645429
RTL_00806,retailer,Varanasi,TER_0102,50.32122584586591,30.19631903314809,83.69565217391303,42.10526315789473,68.0,80.0,,0.0,0,12,70.13819523204035,67.39423349808838
RTL_02989,retailer,Sirsa,TER_0379,39.10133216484508,27.187454301434876,86.1413043478261,42.857142857142854,63.2,80.0,,0.0,0,12,70.1354957978491,67.39106178835956
RTL_03918,retailer,Muzaffarpur,TER_0490,54.23838425145412,69.00237011727937,74.32065217391303,56.109022556390975,20.8,30.0,,0.0,0,12,70.13252265260816,67.38756848086703
RTL_01316,retailer,Patna,TER_0166,56.85334192186437,53.99250924028881,77.44565217391303,41.72932330827068,26.400000000000002,30.0,,0.0,0,12,70.1110601811075,67.36235107424015
RTL_00308,retailer,Bikaner,TER_0041,37.19749765945031,16.020373805473444,74.18478260869566,86.93609022556392,68.8,80.0,,0.0,0,12,70.10488591490223,67.35509659837439
RTL_01532,retailer,Muzaffarpur,TER_0193,54.23838425145412,69.00237011727937,70.38043478260869,47.838345864661655,27.200000000000003,30.0,,0.0,0,12,70.08302915293524,67.32941591877271
RTL_03647,retailer,Meerut,TER_0459,28.888037616407107,15.30301925830434,93.88586956521739,83.0827067669173,38.4,80.0,,0.0,0,12,70.05922861009611,67.30145138697605
RTL_01052,retailer,Patna,TER_0133,56.85334192186437,53.99250924028881,99.72826086956522,17.105263157894736,12.8,30.0,,0.0,0,12,70.03192620323696,67.26937232769163
RTL_03420,retailer,Patna,TER_0430,56.85334192186437,53.99250924028881,71.46739130434783,62.96992481203007,38.4,30.0,,0.0,0,12,70.02003574182143,67.25540158809216
RTL_03421,retailer,Patna,TER_0430,56.85334192186437,53.99250924028881,79.8913043478261,40.695488721804516,38.4,30.0,,0.0,0,12,70.01910810822734,67.25431166172733
RTL_03406,retailer,Amritsar,TER_0428,23.482085028545452,21.692460794803242,91.16847826086956,55.07518796992481,66.4,80.0,,0.0,0,12,69.99485610804899,67.22581668853685
RTL_03404,retailer,Amritsar,TER_0428,23.482085028545452,21.692460794803242,86.95652173913044,83.55263157894737,66.4,80.0,,0.0,0,12,69.98378627923861,67.21281015411266
RTL_02829,retailer,Vijayapura,TER_0359,29.548968763910082,37.730742429958966,86.82065217391303,47.08646616541353,66.4,80.0,,0.0,0,12,69.97970281743963,67.20801227626215
GRW_03888,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.97904034740026,67.20723390475165
GRW_00897,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.97154919014476,67.19843214309935
GRW_04790,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.96683894042619,67.1928978185709
RTL_00485,retailer,Vijayapura,TER_0062,29.548968763910082,37.730742429958966,88.72282608695652,49.71804511278196,53.6,80.0,,0.0,0,12,69.94520712763213,67.16748144379376
RTL_00712,retailer,Rajkot,TER_0090,27.216048643903942,35.594379291214864,85.46195652173914,77.81954887218046,44.0,30.0,,0.0,0,12,69.91674511742774,67.13403990446682
GRW_01333,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.90206200422473,67.11678792879488
GRW_01555,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.88250797276775,67.09381285053186
GRW_03600,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.88101192068993,67.09205505886372
RTL_01747,retailer,Bathinda,TER_0220,35.546762309430626,22.96010950833662,87.09239130434783,88.62781954887218,31.2,30.0,,0.0,0,12,69.87181810423952,67.081252751782
GRW_03261,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.86506065615197,67.07331306430571
RTL_03920,retailer,Muzaffarpur,TER_0490,54.23838425145412,69.00237011727937,71.19565217391303,54.22932330827067,20.8,30.0,,0.0,0,12,69.86443808419865,67.07258157119222
GRW_00169,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.85414413661574,67.0604866611542
GRW_01722,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.83290629424417,67.0355331833152
RTL_00023,retailer,Varanasi,TER_0003,50.32122584586591,30.19631903314809,78.3967391304348,61.372180451127825,37.6,30.0,,0.0,0,12,69.82663378050343,67.02816327116095
RTL_02016,retailer,Rajkot,TER_0255,27.216048643903942,35.594379291214864,78.3967391304348,61.65413533834586,64.8,80.0,,0.0,0,12,69.82650867367713,67.02801627645391
RTL_02772,retailer,Bathinda,TER_0352,35.546762309430626,22.96010950833662,82.74456521739131,52.06766917293233,71.2,80.0,,0.0,0,12,69.80767278291952,67.0058849801398
GRW_03290,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.79016799973692,66.98531767336819
RTL_01053,retailer,Patna,TER_0133,56.85334192186437,53.99250924028881,96.60326086956522,15.225563909774436,12.8,30.0,,0.0,0,12,69.78905664209651,66.9840118797868
RTL_01166,retailer,Agra,TER_0145,38.05959410321091,14.181775062884345,78.3967391304348,82.04887218045113,76.8,80.0,,0.0,0,12,69.78063079093485,66.97411189623111
RTL_01048,retailer,Patna,TER_0133,56.85334192186437,53.99250924028881,93.20652173913044,33.08270676691729,12.8,30.0,,0.0,0,12,69.73422101711779,66.91958256871303
RTL_01274,retailer,Vijayapura,TER_0161,29.548968763910082,37.730742429958966,83.15217391304348,68.703007518797,53.6,80.0,,0.0,0,12,69.72833541689234,66.91266726195892
GRW_01336,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.71659735394299,66.89887558347506
RTL_03966,retailer,Patna,TER_0496,56.85334192186437,53.99250924028881,63.858695652173914,41.16541353383459,54.400000000000006,80.0,,0.0,0,12,69.69328487225486,66.87148450085007
GRW_02830,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.67246578006797,66.84702303501825
RTL_02373,retailer,Varanasi,TER_0300,50.32122584586591,30.19631903314809,86.27717391304348,62.12406015037594,44.800000000000004,30.0,,0.0,0,12,69.6596843595868,66.83200545992058
RTL_02641,retailer,Bharatpur,TER_0334,40.520330101867806,18.20244107215921,86.95652173913044,63.721804511278194,38.4,80.0,,0.0,0,12,69.65534882001877,66.82691140240578
RTL_03971,retailer,Patna,TER_0496,56.85334192186437,53.99250924028881,72.01086956521738,38.721804511278194,54.400000000000006,80.0,,0.0,0,12,69.65181948142114,66.8227645935661
GRW_05870,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.64241388677341,66.8117134569441
RTL_02101,retailer,Patna,TER_0265,56.85334192186437,53.99250924028881,87.90760869565217,22.086466165413533,53.6,80.0,,0.0,0,12,69.62029933344269,66.7857298844699
RTL_00210,retailer,Muzaffarpur,TER_0028,54.23838425145412,69.00237011727937,80.84239130434783,43.515037593984964,16.8,30.0,,0.0,0,12,69.61850094226783,66.78361685841281
GRW_03792,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.60360558329532,66.76611550382502
RTL_01309,retailer,Patna,TER_0166,56.85334192186437,53.99250924028881,93.34239130434783,32.42481203007519,26.400000000000002,30.0,,0.0,0,12,69.60032962220377,66.76226640178024
GRW_00634,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.58190470569892,66.74061798111465
RTL_03682,retailer,Patna,TER_0463,56.85334192186437,53.99250924028881,75.54347826086956,63.721804511278194,37.6,30.0,,0.0,0,12,69.57370735824574,66.73098647879758
RTL_01802,retailer,Muzaffarpur,TER_0226,54.23838425145412,69.00237011727937,75.0,9.022556390977442,60.8,80.0,,0.0,0,12,69.56170152278904,66.7168801800613
GRW_02080,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.54694241334293,66.69953891233537
RTL_03652,retailer,Mehsana,TER_0460,27.718681788325345,7.753571797624794,88.45108695652173,84.86842105263158,61.6,80.0,,0.0,0,12,69.53553110810387,66.6861311589763
GRW_04477,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.53047171256812,66.68018660433786
RTL_03683,retailer,Patna,TER_0463,56.85334192186437,53.99250924028881,70.92391304347827,48.68421052631579,37.6,30.0,,0.0,0,12,69.49056849830838,66.63330218193214
RTL_03919,retailer,Muzaffarpur,TER_0490,54.23838425145412,69.00237011727937,78.26086956521739,40.41353383458647,20.8,30.0,,0.0,0,12,69.48785554378941,66.63011458644655
RTL_02054,retailer,Muzaffarpur,TER_0259,54.23838425145412,69.00237011727937,81.92934782608697,32.80075187969925,25.6,30.0,,0.0,0,12,69.47333374075136,66.61305214272217
GRW_05202,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.45698509014471,66.59384323800046
RTL_01000,retailer,Muzaffarpur,TER_0127,54.23838425145412,69.00237011727937,60.05434782608696,58.27067669172933,39.2,30.0,,0.0,0,12,69.42320237196941,66.55415011406727
RTL_01484,retailer,Bathinda,TER_0187,35.546762309430626,22.96010950833662,85.86956521739131,72.55639097744361,55.2,80.0,,0.0,0,12,69.39759467730829,66.52406226286026
RTL_03164,retailer,Bharatpur,TER_0400,40.520330101867806,18.20244107215921,87.09239130434783,82.70676691729322,40.0,30.0,,0.0,0,12,69.3802833307922,66.50372223518255
RTL_02052,retailer,Muzaffarpur,TER_0259,54.23838425145412,69.00237011727937,60.733695652173914,81.203007518797,25.6,30.0,,0.0,0,12,69.34258593934449,66.45942955207377
RTL_02116,retailer,Varanasi,TER_0267,50.32122584586591,30.19631903314809,86.54891304347827,32.23684210526316,66.4,80.0,,0.0,0,12,69.30408645764837,66.41419445019719
GRW_05457,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.2792448530082,66.38500671916368
RTL_03529,retailer,Sirsa,TER_0445,39.10133216484508,27.187454301434876,89.80978260869566,46.99248120300752,57.599999999999994,80.0,,0.0,0,12,69.27296958102237,66.37763356619963
RTL_03136,retailer,Patna,TER_0397,56.85334192186437,53.99250924028881,69.29347826086956,30.263157894736842,65.60000000000001,80.0,,0.0,0,12,69.2595702931944,66.3618900256825
RTL_02839,retailer,Meerut,TER_0360,28.888037616407107,15.30301925830434,81.92934782608697,72.65037593984962,68.0,80.0,,0.0,0,12,69.24484952191875,66.34459380352523
RTL_01327,retailer,Varanasi,TER_0168,50.32122584586591,30.19631903314809,91.44021739130434,42.38721804511278,40.8,30.0,,0.0,0,12,69.24103617128301,66.34011329373914
RTL_01537,retailer,Muzaffarpur,TER_0193,54.23838425145412,69.00237011727937,70.65217391304348,52.161654135338345,27.200000000000003,30.0,,0.0,0,12,69.24086770112066,66.33991534912738
RTL_03697,retailer,Varanasi,TER_0465,50.32122584586591,30.19631903314809,85.46195652173914,34.868421052631575,60.8,80.0,,0.0,0,12,69.23821931500089,66.33680361851027
GRW_02196,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.22925304392513,66.32626866666946
RTL_00473,retailer,Muzaffarpur,TER_0061,54.23838425145412,69.00237011727937,71.19565217391303,34.02255639097744,43.2,30.0,,0.0,0,12,69.12428199462296,66.202932561868
RTL_02378,retailer,Varanasi,TER_0300,50.32122584586591,30.19631903314809,99.72826086956522,43.32706766917293,44.800000000000004,30.0,,0.0,0,12,69.1086486290643,66.18456408383751
RTL_01846,retailer,Patna,TER_0232,56.85334192186437,53.99250924028881,57.88043478260869,51.221804511278194,36.8,80.0,,0.0,0,12,69.09438709912703,66.16780744891136
RTL_01825,retailer,Mehsana,TER_0229,27.718681788325345,7.753571797624794,88.45108695652173,82.23684210526315,56.8,80.0,,0.0,0,12,69.08905700786596,66.16154483937522
GRW_00385,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.0835273182895,66.15504771109408
RTL_02835,retailer,Meerut,TER_0360,28.888037616407107,15.30301925830434,92.11956521739131,58.27067669172933,68.0,80.0,,0.0,0,12,69.07444063923997,66.1443712854796
GRW_00834,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.07052996296385,66.1397764225889
GRW_03207,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.0632371427138,66.13120769770106
GRW_01979,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.06290980888463,66.13082309566336
RTL_01360,retailer,Lucknow,TER_0171,34.31729888265774,8.765642315667508,94.70108695652173,73.68421052631578,45.6,30.0,,0.0,0,12,69.05483922725223,66.12134053729476
RTL_00260,retailer,Patna,TER_0034,56.85334192186437,53.99250924028881,81.11413043478261,31.954887218045116,47.199999999999996,30.0,,0.0,0,12,69.01961399694042,66.07995252863641
RTL_00519,retailer,Patna,TER_0067,56.85334192186437,53.99250924028881,63.99456521739131,58.83458646616542,68.8,80.0,,0.0,0,12,69.0177056969118,66.07771036478374
RTL_03818,retailer,Sirsa,TER_0478,39.10133216484508,27.187454301434876,88.58695652173914,25.469924812030076,93.60000000000001,80.0,,0.0,0,12,69.01703823111686,66.0769261234926
RTL_03813,retailer,Sirsa,TER_0478,39.10133216484508,27.187454301434876,69.97282608695652,58.83458646616542,93.60000000000001,80.0,,0.0,0,12,69.01261206765679,66.07172558711606
GRW_01467,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.00861210517306,66.06702581708066
GRW_01580,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,69.00684765509847,66.0649526702391
RTL_00426,retailer,Bathinda,TER_0055,35.546762309430626,22.96010950833662,90.89673913043478,74.71804511278195,45.6,30.0,,0.0,0,12,69.00263671643815,66.0600050130005
GRW_03120,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.98686601827839,66.04147517554576
RTL_00262,retailer,Patna,TER_0034,56.85334192186437,53.99250924028881,67.11956521739131,48.59022556390977,47.199999999999996,30.0,,0.0,0,12,68.97343361223314,66.02569272266234
RTL_03532,retailer,Sirsa,TER_0445,39.10133216484508,27.187454301434876,77.03804347826086,59.86842105263158,57.599999999999994,80.0,,0.0,0,12,68.95792640245097,66.00747247180664
GRW_00508,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.92624015610032,65.9702426048419
RTL_00378,retailer,Sirsa,TER_0049,39.10133216484508,27.187454301434876,84.78260869565217,84.58646616541353,39.2,30.0,,0.0,0,12,68.89726878605754,65.9362025913754
GRW_00197,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.89644015631835,65.93522898993926
RTL_02986,retailer,Sirsa,TER_0379,39.10133216484508,27.187454301434876,88.8586956521739,27.725563909774436,63.2,80.0,,0.0,0,12,68.89419546421561,65.93259158103203
GRW_00827,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.87311356724202,65.9078213317887
RTL_02047,retailer,Muzaffarpur,TER_0259,54.23838425145412,69.00237011727937,64.80978260869566,64.3796992481203,25.6,30.0,,0.0,0,12,68.8642095343024,65.89735950686557
RTL_02100,retailer,Patna,TER_0265,56.85334192186437,53.99250924028881,83.0163043478261,1.1278195488721803,53.6,80.0,,0.0,0,12,68.852962377975,65.88414462084951
GRW_03489,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.8353801390529,65.86348630718344
RTL_01272,retailer,Vijayapura,TER_0161,29.548968763910082,37.730742429958966,94.02173913043478,36.278195488721806,53.6,80.0,,0.0,0,12,68.81840691603117,65.8435435588986
GRW_02014,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.81237165895675,65.83645241230168
GRW_04688,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.79713106442085,65.81854542197043
RTL_00779,retailer,Amritsar,TER_0098,23.482085028545452,21.692460794803242,85.32608695652173,59.3984962406015,80.0,80.0,,0.0,0,12,68.77866403300004,65.79684751823572
GRW_01517,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.77392996350915,65.79128520658172
RTL_00798,retailer,Patna,TER_0100,56.85334192186437,53.99250924028881,42.934782608695656,52.72556390977443,74.4,80.0,,0.0,0,12,68.75703691691099,65.7714366618687
RTL_00269,retailer,Varanasi,TER_0036,50.32122584586591,30.19631903314809,95.1086956521739,48.778195488721806,18.4,30.0,,0.0,0,12,68.74361417842168,65.75566556791426
GRW_01244,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.70009121458074,65.70452810796466
GRW_04902,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.69557984700461,65.6992274607113
GRW_02620,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.6874888318661,65.68972089392257
RTL_00839,retailer,Lucknow,TER_0105,34.31729888265774,8.765642315667508,84.51086956521739,81.39097744360903,73.6,80.0,,0.0,0,12,68.67132553769817,65.6707297744026
RTL_01252,retailer,Patiala,TER_0157,22.132474349965158,14.95948398036939,92.3913043478261,88.53383458646617,53.6,80.0,,0.0,0,12,68.67031411665562,65.66954140167954
GRW_05459,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.66776243955938,65.6665432996709
RTL_03156,retailer,Varanasi,TER_0399,50.32122584586591,30.19631903314809,97.01086956521739,19.642857142857142,52.0,80.0,,0.0,0,12,68.65891398822502,65.65614678055103
RTL_02574,retailer,Muzaffarpur,TER_0325,54.23838425145412,69.00237011727937,46.33152173913043,67.10526315789474,47.199999999999996,30.0,,0.0,0,12,68.65539703936939,65.65201452908242
GRW_03530,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.64526144316103,65.64010567455071
RTL_01952,retailer,Sirsa,TER_0247,39.10133216484508,27.187454301434876,84.1032608695652,64.84962406015038,54.400000000000006,30.0,,0.0,0,12,68.62298757146482,65.61393491040077
RTL_00243,retailer,Amritsar,TER_0032,23.482085028545452,21.692460794803242,76.63043478260869,76.40977443609023,71.2,80.0,,0.0,0,12,68.60433296636357,65.59201661630833
RTL_01313,retailer,Patna,TER_0166,56.85334192186437,53.99250924028881,71.19565217391303,57.330827067669176,26.400000000000002,30.0,,0.0,0,12,68.60338025567484,65.59089722552265
RTL_01328,retailer,Varanasi,TER_0168,50.32122584586591,30.19631903314809,87.09239130434783,54.51127819548872,40.8,30.0,,0.0,0,12,68.60012196559799,65.58706888609895
RTL_03693,retailer,Varanasi,TER_0465,50.32122584586591,30.19631903314809,76.22282608695652,25.0,60.8,80.0,,0.0,0,12,68.5959113048523,65.58212155539714
GRW_05882,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.59243926087055,65.57804206506856
RTL_01541,retailer,Vijayapura,TER_0194,29.548968763910082,37.730742429958966,90.48913043478261,47.08646616541353,40.0,80.0,,0.0,0,12,68.58047136480624,65.56398034335527
GRW_02320,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.5719949611625,65.55402096298235
GRW_03545,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.56850002367526,65.54991457384871
RTL_03422,retailer,Patna,TER_0430,56.85334192186437,53.99250924028881,69.97282608695652,50.93984962406015,38.4,30.0,,0.0,0,12,68.56234942113036,65.54268790168422
GRW_05367,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.54859881134433,65.5265315741927
RTL_03588,retailer,Bathinda,TER_0451,35.546762309430626,22.96010950833662,81.5217391304348,85.43233082706767,52.0,30.0,,0.0,0,12,68.54424503668658,65.52141609129488
RTL_00276,retailer,Varanasi,TER_0036,50.32122584586591,30.19631903314809,86.41304347826086,73.59022556390977,18.4,30.0,,0.0,0,12,68.53274632954401,65.50790564476087
RTL_00026,retailer,Bharatpur,TER_0004,40.520330101867806,18.20244107215921,99.32065217391305,32.89473684210527,58.4,80.0,,0.0,0,12,68.48982818131381,65.4574788150474
RTL_01550,retailer,Meerut,TER_0195,28.888037616407107,15.30301925830434,82.6086956521739,60.43233082706767,72.8,80.0,,0.0,0,12,68.48529076798691,65.45214756524723
RTL_01860,retailer,Varanasi,TER_0234,50.32122584586591,30.19631903314809,78.3967391304348,51.973684210526315,42.4,80.0,,0.0,0,12,68.47545694770263,65.44059328340244
GRW_03519,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.42303335328619,65.37899799614944
RTL_00978,retailer,Rajkot,TER_0123,27.216048643903942,35.594379291214864,98.36956521739131,31.109022556390975,41.6,80.0,,0.0,0,12,68.40266278575419,65.35506352594366
RTL_00498,retailer,Mehsana,TER_0064,27.718681788325345,7.753571797624794,82.20108695652173,79.88721804511279,68.8,80.0,,0.0,0,12,68.3906945747518,65.34100143419276
RTL_03703,retailer,Bharatpur,TER_0466,40.520330101867806,18.20244107215921,98.2336956521739,30.169172932330827,57.599999999999994,80.0,,0.0,0,12,68.38062517219902,65.32917035413026
RTL_02314,retailer,Muzaffarpur,TER_0292,54.23838425145412,69.00237011727937,67.3913043478261,61.93609022556391,20.0,30.0,,0.0,0,12,68.37949309090678,65.32784021122103
RTL_02864,retailer,Patna,TER_0364,56.85334192186437,53.99250924028881,83.0163043478261,17.19924812030075,52.0,80.0,,0.0,0,12,68.36823337712514,65.31461057077979
RTL_01333,retailer,Varanasi,TER_0168,50.32122584586591,30.19631903314809,74.86413043478262,57.800751879699256,40.8,30.0,,0.0,0,12,68.36679183940971,65.31291683095412
RTL_03441,retailer,Varanasi,TER_0432,50.32122584586591,30.19631903314809,97.14673913043478,48.402255639097746,24.8,80.0,,0.0,0,12,68.35055574581475,65.29384017549047
GRW_03438,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.30776968581254,65.24356854330661
RTL_00266,retailer,Hisar,TER_0035,36.88793117481569,25.032141973131317,96.33152173913044,71.14661654135338,26.400000000000002,30.0,,0.0,0,12,68.30494416687957,65.24024868986555
GRW_03081,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.30455283635676,65.23978889468685
RTL_01297,retailer,Amritsar,TER_0164,23.482085028545452,21.692460794803242,84.6467391304348,60.71428571428571,100.0,80.0,,0.0,0,12,68.2991557462955,65.23344756467401
GRW_03013,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.29148095774367,65.2244300447821
GRW_04525,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.27394760925824,65.20382917510712
RTL_02377,retailer,Varanasi,TER_0300,50.32122584586591,30.19631903314809,86.27717391304348,68.98496240601504,44.800000000000004,30.0,,0.0,0,12,68.26769923019218,65.19648762007405
RTL_03301,retailer,Jaipur,TER_0416,25.868975247718872,10.90379668240544,86.27717391304348,79.88721804511279,64.0,80.0,,0.0,0,12,68.25266033474131,65.1788176167945
RTL_02771,retailer,Bathinda,TER_0352,35.546762309430626,22.96010950833662,94.70108695652173,37.12406015037594,71.2,80.0,,0.0,0,12,68.23764598065101,65.16117644847316
RTL_03625,retailer,Muzaffarpur,TER_0457,54.23838425145412,69.00237011727937,75.67934782608697,44.92481203007519,24.8,30.0,,0.0,0,12,68.23015591015127,65.15237596370838
RTL_02830,retailer,Vijayapura,TER_0359,29.548968763910082,37.730742429958966,88.58695652173914,49.43609022556391,66.4,80.0,,0.0,0,12,68.21986589387416,65.14028567277198
RTL_03251,retailer,Bardhaman,TER_0410,70.77196095829635,100.0,59.64673913043479,5.451127819548872,30.4,30.0,,0.0,0,12,68.1963033550372,65.11260078461754
GRW_02104,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.1919075252681,65.10743588891826
RTL_02285,retailer,Rajkot,TER_0288,27.216048643903942,35.594379291214864,98.36956521739131,28.947368421052634,72.8,80.0,,0.0,0,12,68.1889409659665,65.10395031959838
GRW_03051,farmer,Muzaffarpur,,54.23838425145412,69.00237011727937,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.16471576477434,65.0754868339713
GRW_03385,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.16260598518191,65.07300794099413
GRW_03728,farmer,Patna,,56.85334192186437,53.99250924028881,0.0,0.0,0.0,0.0,flowering,95.0,0,0,68.10841253112173,65.00933315090721
RTL_02017,retailer,Rajkot,TER_0255,27.216048643903942,35.594379291214864,87.77173913043478,52.161654135338345,64.8,80.0,,0.0,0,12,68.09846638929216,64.9976468964664
RTL_02109,retailer,Varanasi,TER_0267,50.32122584586591,30.19631903314809,78.3967391304348,27.725563909774436,66.4,80.0,,0.0,0,12,68.0815270793359,64.97774399445754
RTL_02244,retailer,Kalaburagi,TER_0283,24.08618501724442,20.564452210437647,95.1086956521739,51.40977443609023,48.8,80.0,,0.0,0,12,68.06209051404554,64.9549069334815
RTL_03513,retailer,Agra,TER_0442,38.05959410321091,14.181775062884345,90.08152173913044,57.330827067669176,44.800000000000004,80.0,,0.0,0,12,68.021244031539,64.90691421472057
RTL_02053,retailer,Muzaffarpur,TER_0259,54.23838425145412,69.00237011727937,64.80978260869566,56.67293233082707,25.6,30.0,,0.0,0,12,68.01648943061343,64.90132777958495
RTL_02538,retailer,Rajkot,TER_0321,27.216048643903942,35.594379291214864,85.46195652173914,40.97744360902256,51.2,80.0,,0.0,0,12,68.0137247544629,64.89807941358583
RTL_00751,retailer,Vijayapura,TER_0095,29.548968763910082,37.730742429958966,91.03260869565217,53.289473684210535,44.0,30.0,,0.0,0,12,68.00049506185243,64.88253513956798
